placement,group,comp,grp_count,grp_placement,mode
5,9,"Jax, LeeSin, Malphite, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"LeeSin, Malphite, Vi, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Sejuani, Senna, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Sejuani, Vayne, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Sejuani, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Nilah, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Sejuani, Syndra, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"Kaisa, LeeSin, Malphite, Mordekaiser, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Samira, Senna, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Alistar, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Jax, LeeSin, Malphite, Sejuani, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"Camille, LeeSin, Malphite, Viego",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Sejuani, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Ezreal, LeeSin, Malphite, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Alistar, Ezreal, LeeSin, Malphite, Vayne, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Yasuo, Yuumi, Zac",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Fiora, LeeSin, Malphite, Nilah, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"Fiora, LeeSin, Malphite, Viego",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Sejuani, Vi, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Ezreal, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"Ezreal, LeeSin, Malphite, Sona, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"Ezreal, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Ezreal, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Alistar, LeeSin, Malphite, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Vi, Zed, Zoe",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Yasuo, Zac",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Alistar, Ekko, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Fiora, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Nunu, Sejuani, Urgot, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Leona, Malphite, Vi, Yasuo, Zac",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Fiora, LeeSin, Malphite, Sejuani, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Nilah, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Ezreal, LeeSin, Malphite, Mordekaiser, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"Kaisa, LeeSin, Malphite, Sejuani",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Ezreal, LeeSin, Malphite, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"Fiora, LeeSin, Nilah, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Nunu, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"Alistar, AurelionSol, Ezreal, LeeSin, Malphite, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Sejuani, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Nunu, Sejuani, Sivir, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Syndra, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Fiora, LeeSin, Nilah, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Sejuani",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"Alistar, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Sejuani, Vayne, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Ezreal, LeeSin, Malphite, Mordekaiser, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Rammus, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Rammus, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Mordekaiser, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Fiora, LeeSin, Malphite, Nilah, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"Alistar, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Alistar, Jax, LeeSin, Leona, Malphite, Sejuani, Soraka, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Nilah, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"Alistar, Fiora, LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Syndra, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Sejuani, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Vayne, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Leona, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"Fiora, LeeSin, Malphite, Sejuani, Senna, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Urgot, Vayne, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"Draven, Jax, LeeSin, Malphite",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Ekko, LeeSin, Malphite, Sejuani, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"Fiora, LeeSin, Malphite, Nilah, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Senna, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Sejuani, Soraka",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"Jinx, LeeSin, Malphite, Mordekaiser, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Leblanc, LeeSin, Malphite, Soraka, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"LeeSin, Mordekaiser, Velkoz, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Ezreal, LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Senna, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Sejuani, Yasuo, Yuumi, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Yasuo, Zac",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"Jax, LeeSin, Malphite, Riven",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"LeeSin, Malphite, Senna, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"Alistar, LeeSin, Malphite, Senna, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Alistar, LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Sejuani, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Sejuani, Vi, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Alistar, LeeSin, Malphite, Sona, Vi, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Draven, Jax, LeeSin, Malphite, Sett",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Jax, Kaisa, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Alistar, Camille, LeeSin, Malphite",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Sejuani, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Urgot, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Rammus, Velkoz, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"Jax, LeeSin, Malphite",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"LeeSin, Malphite, Nunu, Sejuani, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Vayne, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"Ezreal, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Alistar, Ezreal, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Urgot, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Riven, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Alistar, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Ezreal, LeeSin, Malphite, Sejuani, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Riven, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"Ezreal, LeeSin, Malphite, Senna",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Ezreal, LeeSin, Malphite, Nilah, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Sejuani, Vayne, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"Leblanc, LeeSin, Malphite, Soraka",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Sejuani, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"Jinx, LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Nilah, Sejuani, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Sejuani, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"Jax, LeeSin, Malphite, Sejuani, Soraka",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Ezreal, LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, MissFortune, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"LeeSin, Malphite, Mordekaiser, Sejuani, Zac",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"Ezreal, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
4,9,"Ezreal, LeeSin, Malphite, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
8,9,"LeeSin, Malphite, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Jax, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"Camille, LeeSin, Malphite, Soraka",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Yasuo, Yuumi, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Fiora, LeeSin, Malphite, Yasuo, Zed, Zoe",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Ezreal, LeeSin, Malphite, Sejuani, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"Ezreal, LeeSin, Malphite, Sejuani, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"Jax, LeeSin, Malphite, Riven, Sejuani, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Leblanc, LeeSin, Leona, Malphite, Vayne, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Senna, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Alistar, LeeSin, Malphite, Sejuani, Velkoz, Vi, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"LeeSin, Malphite, Sejuani, Vayne, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Ekko, LeeSin, Leona, Malphite, Vi, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"Jinx, LeeSin, Malphite, Nilah",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Alistar, Fiora, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"Fiora, Malphite, Nilah, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Mordekaiser, Sejuani, Zed, Zoe",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"LeeSin, Malphite, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"LeeSin, Malphite, Sejuani, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"LeeSin, Malphite, Vayne, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Fiora, LeeSin, Malphite, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"Ezreal, LeeSin, Malphite, Sona, Vayne, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Camille, LeeSin, Malphite, Sejuani, Viego",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"LeeSin, Malphite, Mordekaiser, Nunu, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Alistar, Ezreal, LeeSin, Leona, Malphite, Vayne, Vi",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"LeeSin, Malphite, Senna, Vayne, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"LeeSin, Malphite, Riven, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Ekko, LeeSin, Leona, Malphite, Senna",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Ekko, LeeSin, Malphite, Vi, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"Alistar, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Senna, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"Camille, LeeSin, Malphite, Viego",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"LeeSin, Malphite, Sejuani, Vayne, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Sejuani, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"LeeSin, Malphite, Sejuani, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"Jax, LeeSin, Leona, Malphite, Sejuani, Soraka",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Jax, LeeSin, Malphite, Sejuani, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Nilah, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Draven, Jax, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"Fiora, Malphite, Nilah, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Nilah, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Sejuani, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"Ezreal, LeeSin, Malphite, Sejuani",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Jax, LeeSin, Malphite, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Ezreal, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Ezreal, LeeSin, Malphite, Mordekaiser, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"Camille, Fiora, LeeSin, Malphite, Viego",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Vayne, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Mordekaiser, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"Kaisa, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"Ezreal, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"Kaisa, LeeSin, Malphite, Sejuani, Urgot",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"LeeSin, Malphite, Sejuani, Vi, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Fiora, LeeSin, Malphite, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Ezreal, LeeSin, Malphite, Sejuani, Vi, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"Ezreal, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
5,9,"LeeSin, Malphite, Nilah, Sejuani",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"Jax, LeeSin, Leona, Malphite, Riven",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Alistar, Fiora, LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"Ekko, LeeSin, Malphite, Vi, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Vayne, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"Fiora, LeeSin, Malphite, Nilah, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"Ezreal, LeeSin, Malphite, Senna",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"Ezreal, LeeSin, Malphite, Velkoz, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"LeeSin, Malphite, Sejuani, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Vayne, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"Fiora, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Chogath, LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"Aphelios, LeeSin, Malphite, Senna, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Riven, Sejuani, Vayne",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Jax, LeeSin, Malphite, Sejuani, Soraka",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Ezreal, LeeSin, Malphite, Yasuo, Yuumi",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Kaisa, LeeSin, Malphite, Vayne, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"Fiora, LeeSin, Malphite, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"LeeSin, Malphite, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
2,9,"LeeSin, Malphite, Vayne, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Vi, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
6,9,"LeeSin, Malphite, Sona, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Vi, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
3,9,"Ezreal, LeeSin, Malphite, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
1,9,"LeeSin, Malphite, Yasuo, Zed",498,4.49,"LeeSin, Malphite, Yasuo"
7,9,"LeeSin, Malphite, Sejuani, Yasuo",498,4.49,"LeeSin, Malphite, Yasuo"
